ObjektId,Timestamp_Month,Timestamp_Day,Timestamp_Hour,Temp_inside,Temp_outside,Consumption_kWh
32125434,1,4,5,23.6,10.2,2.3
32125434,1,4,6,23.3,11.0,2.41
32125434,1,4,7,22.7,6.9,2.63
32125434,1,4,8,23.7,10.4,2.85
32125434,1,4,9,24.1,11.6,2.56
32125434,1,4,10,23.6,13.8,2.22
32125434,1,4,11,23.1,9.9,2.91
32125434,1,4,12,23.5,9.3,3.0
32125434,1,4,13,22.8,9.9,2.2
32125434,1,4,14,24.0,12.8,2.9
32125434,1,4,15,23.5,11.6,2.57
32125434,1,4,16,22.6,9.9,2.59
32125434,1,4,17,23.3,12.0,2.65
32125434,1,4,18,23.7,11.2,2.17
32125434,1,4,19,23.3,12.9,2.49
32125434,1,4,20,23.4,9.6,2.21
32125434,1,4,21,22.9,10.3,1.8
32125434,1,4,22,23.8,10.2,1.92
32125434,1,4,23,23.2,8.1,2.47
32125434,1,5,0,22.4,11.6,1.84
32125434,1,5,1,23.3,11.6,2.61
32125434,1,5,2,24.0,11.1,2.53
32125434,1,5,3,23.3,10.6,2.63
32125434,1,5,4,24.4,8.2,2.43
32125434,1,5,5,23.7,10.2,2.41
32125434,1,5,6,23.7,10.4,2.02
32125434,1,5,7,23.4,9.5,2.78
32125434,1,5,8,23.5,10.8,2.57
32125434,1,5,9,23.4,11.9,2.61
32125434,1,5,10,23.3,14.9,2.83
32125434,1,5,11,23.8,11.5,2.34
32125434,1,5,12,23.0,11.7,2.48
32125434,1,5,13,23.0,11.0,2.64
32125434,1,5,14,22.9,7.3,2.43
32125434,1,5,15,24.5,11.1,2.43
32125434,1,5,16,23.8,11.3,2.58
32125434,1,5,17,23.6,16.1,2.05
32125434,1,5,18,23.0,10.8,2.75
32125434,1,5,19,23.8,11.8,1.8
32125434,1,5,20,23.4,11.2,2.58
32125434,1,5,21,23.6,8.9,2.51
32125434,1,5,22,23.0,13.6,1.88
32125434,1,5,23,23.6,12.8,1.79
32125434,1,6,0,23.3,12.9,1.43
32125434,1,6,1,23.1,9.5,1.99
32125434,1,6,2,23.9,14.1,2.34
32125434,1,6,3,22.7,8.5,2.32
32125434,1,6,4,23.8,12.5,2.52
32125434,1,6,5,23.8,15.7,1.88
32125434,1,6,6,23.1,9.4,2.64
32125434,1,6,7,23.1,10.2,2.23
32125434,1,6,8,23.4,11.6,2.13
32125434,1,6,9,23.6,10.4,2.49
32125434,1,6,10,23.4,8.3,2.46
32125434,1,6,11,23.7,11.5,2.05
32125434,1,6,12,24.4,9.3,2.58
32125434,1,6,13,23.2,12.4,2.51
32125434,1,6,14,22.6,9.6,2.97
32125434,1,6,15,23.9,14.5,2.6
32125434,1,6,16,24.3,9.9,2.87
32125434,1,6,17,23.7,10.8,2.63
32125434,1,6,18,22.9,13.1,2.34
32125434,1,6,19,23.4,9.0,2.03
32125434,1,6,20,22.9,12.0,2.25
32125434,1,6,21,23.8,14.1,2.23
32125434,1,6,22,22.8,8.3,2.75
32125434,1,6,23,23.3,11.9,2.32
32125434,1,7,0,23.0,12.1,2.47
32125434,1,7,1,23.6,13.1,1.74
32125434,1,7,2,23.3,9.1,2.17
32125434,1,7,3,23.6,8.9,2.44
32125434,1,7,4,23.5,12.6,2.52
32125434,1,7,5,23.0,12.2,2.2
32125434,1,7,6,23.8,12.1,2.27
32125434,1,7,7,23.5,12.3,2.54
32125434,1,7,8,23.0,10.3,2.15
32125434,1,7,9,24.6,12.1,2.92
32125434,1,7,10,23.7,12.2,2.2
32125434,1,7,11,23.4,10.2,2.01
32125434,1,7,12,24.2,15.4,2.33
32125434,1,7,13,24.4,12.6,2.97
32125434,1,7,14,23.4,9.3,2.78
32125434,1,7,15,23.7,13.0,2.62
32125434,1,7,16,23.0,9.8,2.52
32125434,1,7,17,23.4,13.3,2.24
32125434,1,7,18,23.4,14.1,1.73
32125434,1,7,19,23.6,10.1,1.67
32125434,1,7,20,23.7,13.7,2.17
32125434,1,7,21,23.8,12.6,2.52
32125434,1,7,22,23.6,13.4,2.16
32125434,1,7,23,22.9,15.6,2.11
32125434,1,8,0,23.0,11.3,2.61
32125434,1,8,1,23.2,10.3,2.29
32125434,1,8,2,23.3,10.0,2.19
32125434,1,8,3,24.0,10.2,2.0
32125434,1,8,4,22.9,11.7,2.82
32125434,1,8,5,23.3,12.5,2.38
32125434,1,8,6,24.0,12.4,2.0
32125434,1,8,7,23.3,13.5,1.92
32125434,1,8,8,23.7,11.9,2.78
32125434,1,8,9,23.4,14.8,1.99
32125434,1,8,10,23.6,11.4,3.06
32125434,1,8,11,23.4,17.4,1.4
32125434,1,8,12,23.8,13.2,2.87
32125434,1,8,13,22.7,10.2,2.73
32125434,1,8,14,23.3,9.8,2.62
32125434,1,8,15,23.6,12.9,2.34
32125434,1,8,16,23.8,11.5,2.99
32125434,1,8,17,24.2,13.4,2.49
32125434,1,8,18,23.3,12.9,1.98
32125434,1,8,19,24.2,11.9,1.74
32125434,1,8,20,23.2,10.3,2.34
32125434,1,8,21,24.2,9.0,2.31
32125434,1,8,22,23.9,11.1,1.71
32125434,1,8,23,23.0,13.8,2.0
32125434,1,9,0,23.6,12.5,1.9
32125434,1,9,1,23.5,9.6,2.23
32125434,1,9,2,23.8,12.4,2.32
32125434,1,9,3,23.4,12.9,2.56
32125434,1,9,4,23.3,10.3,2.56
32125434,1,9,5,24.2,12.4,2.01
32125434,1,9,6,23.4,12.2,2.4
32125434,1,9,7,23.9,9.8,2.48
32125434,1,9,8,23.4,12.9,1.96
32125434,1,9,9,24.3,13.3,2.5
32125434,1,9,10,23.1,14.3,2.91
32125434,1,9,11,23.2,14.3,2.39
32125434,1,9,12,24.2,9.4,2.15
32125434,1,9,13,23.3,10.3,2.59
32125434,1,9,14,24.3,13.2,2.05
32125434,1,9,15,23.9,13.2,2.64
32125434,1,9,16,23.4,13.3,2.49
32125434,1,9,17,22.6,19.9,1.9
32125434,1,9,18,23.5,13.4,2.13
32125434,1,9,19,23.5,14.5,2.06
32125434,1,9,20,24.1,14.2,2.09
32125434,1,9,21,24.3,13.6,1.85
32125434,1,9,22,23.1,11.7,1.73
32125434,1,9,23,23.9,13.8,2.36
32125434,1,10,0,23.9,10.8,2.05
32125434,1,10,1,24.0,11.8,2.16
32125434,1,10,2,23.7,11.4,2.24
32125434,1,10,3,22.5,12.5,2.23
32125434,1,10,4,23.4,17.0,1.6
32125434,1,10,5,22.9,8.6,1.91
32125434,1,10,6,23.4,13.7,2.04
32125434,1,10,7,24.0,9.2,2.61
32125434,1,10,8,23.6,11.4,2.21
32125434,1,10,9,24.1,14.6,2.21
32125434,1,10,10,23.7,12.5,3.08
32125434,1,10,11,22.8,10.3,2.03
32125434,1,10,12,22.2,11.0,2.32
32125434,1,10,13,23.6,13.8,2.97
32125434,1,10,14,23.4,11.0,2.51
32125434,1,10,15,23.0,12.9,2.18
32125434,1,10,16,22.6,12.6,2.72
32125434,1,10,17,23.1,11.2,2.41
32125434,1,10,18,23.4,16.8,1.96
32125434,1,10,19,23.8,13.8,2.22
32125434,1,10,20,23.6,8.5,2.18
32125434,1,10,21,24.3,12.9,1.81
32125434,1,10,22,23.0,11.2,2.13
32125434,1,10,23,23.9,14.3,1.69
32125434,1,11,0,23.5,11.0,2.15
32125434,1,11,1,23.8,12.3,2.2
32125434,1,11,2,23.3,13.6,2.3
32125434,1,11,3,24.0,14.3,2.38
32125434,1,11,4,23.6,10.2,2.17
32125434,1,11,5,23.1,11.9,2.4
32125434,1,11,6,23.5,11.7,2.46
32125434,1,11,7,23.4,11.3,2.48
32125434,1,11,8,23.7,16.2,2.05
32125434,1,11,9,22.9,13.5,2.06
32125434,1,11,10,23.5,10.1,2.72
32125434,1,11,11,23.7,14.5,1.86
32125434,1,11,12,23.5,16.9,2.17
32125434,1,11,13,24.1,14.8,1.59
32125434,1,11,14,23.9,9.7,2.19
32125434,1,11,15,23.5,11.8,2.19
32125434,1,11,16,23.6,15.3,2.57
32125434,1,11,17,23.6,11.3,2.59
32125434,1,11,18,23.7,13.6,2.05
32125434,1,11,19,22.6,14.3,2.35
32125434,1,11,20,23.3,10.9,2.52
32125434,1,11,21,22.7,12.7,2.08
32125434,1,11,22,24.1,6.3,2.0
32125434,1,11,23,23.4,10.8,2.11
32125434,1,12,0,23.4,12.3,2.06
32125434,1,12,1,23.9,10.3,1.82
32125434,1,12,2,23.7,16.1,2.03
32125434,1,12,3,22.9,10.0,2.34
32125434,1,12,4,23.4,12.0,2.33
32125434,1,12,5,23.3,13.1,2.28
32125434,1,12,6,22.6,15.8,2.33
32125434,1,12,7,23.1,10.0,2.4
32125434,1,12,8,23.4,15.2,2.3
32125434,1,12,9,23.4,12.9,2.28
32125434,1,12,10,22.7,11.0,2.35
32125434,1,12,11,24.0,13.9,2.8
32125434,1,12,12,23.4,13.3,1.82
32125434,1,12,13,23.5,11.8,2.77
32125434,1,12,14,23.7,13.1,2.23
32125434,1,12,15,23.1,12.2,2.21
32125434,1,12,16,23.7,13.2,2.42
32125434,1,12,17,23.3,14.3,1.79
32125434,1,12,18,23.0,16.2,1.85
32125434,1,12,19,23.8,10.5,2.07
32125434,1,12,20,24.2,17.3,1.87
32125434,1,12,21,23.8,9.1,2.06
32125434,1,12,22,23.9,12.7,2.57
32125434,1,12,23,23.2,14.2,2.53
32125434,1,13,0,22.7,13.6,1.41
32125434,1,13,1,24.2,11.8,2.28
32125434,1,13,2,24.5,12.7,2.35
32125434,1,13,3,24.2,12.1,2.32
32125434,1,13,4,23.3,11.9,2.01
32125434,1,13,5,22.9,14.8,2.03
32125434,1,13,6,22.9,13.8,1.98
32125434,1,13,7,22.6,11.8,2.24
32125434,1,13,8,23.4,15.0,1.89
32125434,1,13,9,24.3,13.8,2.32
32125434,1,13,10,23.4,14.8,1.88
32125434,1,13,11,23.6,14.4,2.31
32125434,1,13,12,24.2,11.5,2.15
32125434,1,13,13,23.3,12.1,2.55
32125434,1,13,14,24.5,14.7,2.13
32125434,1,13,15,24.5,14.4,2.41
32125434,1,13,16,23.4,13.2,2.66
32125434,1,13,17,23.2,13.5,2.75
32125434,1,13,18,23.8,15.8,1.35
32125434,1,13,19,23.3,12.1,1.99
32125434,1,13,20,22.9,14.4,1.99
32125434,1,13,21,24.1,12.9,2.25
32125434,1,13,22,24.1,12.9,1.59
32125434,1,13,23,23.5,15.5,1.64
32125434,1,14,0,22.8,15.0,1.99
32125434,1,14,1,22.8,15.0,1.98
32125434,1,14,2,23.5,16.0,2.04
32125434,1,14,3,23.2,13.4,2.22
32125434,1,14,4,23.3,14.7,2.17
32125434,1,14,5,24.0,12.8,2.27
32125434,1,14,6,23.8,14.0,2.22
32125434,1,14,7,24.2,13.1,2.49
32125434,1,14,8,23.0,13.6,1.65
32125434,1,14,9,23.3,14.6,2.77
32125434,1,14,10,23.8,11.8,1.82
32125434,1,14,11,23.7,17.6,1.89
32125434,1,14,12,24.2,11.4,2.46
32125434,1,14,13,23.7,11.0,2.74
32125434,1,14,14,24.4,15.8,1.39
32125434,1,14,15,23.7,15.1,2.28
32125434,1,14,16,24.0,14.7,2.5
32125434,1,14,17,23.3,14.8,2.51
32125434,1,14,18,23.5,13.5,2.02
32125434,1,14,19,23.9,11.7,2.17
32125434,1,14,20,24.3,13.7,1.93
32125434,1,14,21,23.8,12.2,2.03
32125434,1,14,22,23.4,15.5,1.64
32125434,1,14,23,24.1,13.3,1.78
32125434,1,15,0,22.4,11.9,2.23
32125434,1,15,1,22.7,12.9,2.1
32125434,1,15,2,23.8,14.4,2.15
32125434,1,15,3,23.5,12.5,2.2
32125434,1,15,4,23.8,12.0,2.41
32125434,1,15,5,23.5,14.1,2.41
32125434,1,15,6,23.7,14.1,1.67
32125434,1,15,7,23.0,12.6,2.06
32125434,1,15,8,23.7,12.7,2.3
32125434,1,15,9,24.0,14.1,2.33
32125434,1,15,10,24.1,10.8,2.33
32125434,1,15,11,24.5,10.9,2.82
32125434,1,15,12,23.6,12.3,3.08
32125434,1,15,13,23.6,13.3,2.49
32125434,1,15,14,22.7,14.3,2.38
32125434,1,15,15,23.2,16.7,2.46
32125434,1,15,16,23.4,15.5,1.67
32125434,1,15,17,24.0,13.4,2.29
32125434,1,15,18,23.1,13.7,2.51
32125434,1,15,19,23.9,11.8,2.07
32125434,1,15,20,23.5,13.7,1.74
32125434,1,15,21,23.4,13.2,2.04
32125434,1,15,22,23.6,14.4,1.99
32125434,1,15,23,23.3,12.2,1.83
32125434,1,16,0,23.2,14.9,2.59
32125434,1,16,1,22.6,16.9,1.72
32125434,1,16,2,23.3,13.6,1.7
32125434,1,16,3,23.2,14.7,2.0
32125434,1,16,4,23.2,15.2,2.31
32125434,1,16,5,23.7,13.1,2.2
32125434,1,16,6,23.8,14.3,2.33
32125434,1,16,7,23.6,13.9,1.99
32125434,1,16,8,23.9,14.1,2.74
32125434,1,16,9,23.7,12.4,2.59
32125434,1,16,10,23.3,14.0,2.69
32125434,1,16,11,23.2,14.9,2.46
32125434,1,16,12,23.6,16.8,2.51
32125434,1,16,13,23.7,15.9,2.04
32125434,1,16,14,24.1,18.3,2.01
32125434,1,16,15,24.0,12.4,2.82
32125434,1,16,16,23.2,15.7,2.68
32125434,1,16,17,23.4,14.4,1.89
32125434,1,16,18,23.8,18.4,2.06
32125434,1,16,19,24.0,12.4,2.1
32125434,1,16,20,23.9,12.3,1.97
32125434,1,16,21,23.4,12.8,2.2
32125434,1,16,22,22.8,9.8,2.58
32125434,1,16,23,22.9,13.0,2.19
32125434,1,17,0,23.6,12.6,1.98
32125434,1,17,1,23.6,14.4,2.14
32125434,1,17,2,22.9,14.8,1.88
32125434,1,17,3,23.5,17.9,1.99
32125434,1,17,4,23.8,16.0,2.42
32125434,1,17,5,22.9,13.0,1.58
32125434,1,17,6,24.0,12.3,2.52
32125434,1,17,7,23.3,15.1,1.73
32125434,1,17,8,24.1,11.5,2.79
32125434,1,17,9,23.2,17.8,1.96
32125434,1,17,10,22.9,16.5,1.88
32125434,1,17,11,23.2,13.2,2.64
32125434,1,17,12,23.4,10.8,2.67
32125434,1,17,13,23.2,16.9,1.95
32125434,1,17,14,23.3,14.0,2.0
32125434,1,17,15,23.6,16.7,2.15
32125434,1,17,16,23.4,11.0,2.09
32125434,1,17,17,23.4,13.0,1.98
32125434,1,17,18,22.6,14.3,2.22
32125434,1,17,19,23.6,14.4,1.84
32125434,1,17,20,23.4,13.4,2.26
32125434,1,17,21,24.2,15.5,2.43
32125434,1,17,22,23.0,12.2,2.07
32125434,1,17,23,22.5,14.0,2.04
32125434,1,18,0,23.7,14.6,2.58
32125434,1,18,1,23.6,15.4,1.58
32125434,1,18,2,22.9,15.8,2.3
32125434,1,18,3,22.7,12.1,2.47
32125434,1,18,4,24.2,11.3,2.49
32125434,1,18,5,24.1,16.9,2.39
32125434,1,18,6,22.2,15.0,2.23
32125434,1,18,7,23.2,12.9,2.13
32125434,1,18,8,24.3,17.5,2.45
32125434,1,18,9,23.2,14.6,2.65
32125434,1,18,10,23.2,16.8,2.57
32125434,1,18,11,23.3,14.6,2.38
32125434,1,18,12,22.9,18.6,1.96
32125434,1,18,13,22.6,18.0,2.25
32125434,1,18,14,24.0,14.0,2.66
32125434,1,18,15,22.5,16.4,2.53
32125434,1,18,16,23.6,15.8,2.08
32125434,1,18,17,23.9,17.2,2.19
32125434,1,18,18,22.7,12.6,1.88
32125434,1,18,19,23.0,15.9,2.35
32125434,1,18,20,24.0,16.6,1.73
32125434,1,18,21,23.7,11.0,2.44
32125434,1,18,22,23.1,12.2,1.77
32125434,1,18,23,24.0,10.5,2.49
32125434,1,19,0,24.0,14.0,2.1
32125434,1,19,1,23.6,16.0,1.67
32125434,1,19,2,23.0,17.6,2.05
32125434,1,19,3,23.2,14.7,1.84
32125434,1,19,4,23.6,17.9,2.13
32125434,1,19,5,23.3,11.9,2.17
32125434,1,19,6,23.9,11.2,1.82
32125434,1,19,7,22.7,14.5,1.93
32125434,1,19,8,22.7,15.4,2.1
32125434,1,19,9,23.5,14.6,2.72
32125434,1,19,10,23.2,10.5,2.82
32125434,1,19,11,23.1,14.5,2.86
32125434,1,19,12,22.5,12.1,2.99
32125434,1,19,13,23.4,16.0,2.13
32125434,1,19,14,23.4,15.4,2.24
32125434,1,19,15,23.8,12.8,2.28
32125434,1,19,16,23.5,13.7,2.11
32125434,1,19,17,23.4,12.6,1.77
32125434,1,19,18,24.0,14.6,2.16
32125434,1,19,19,22.8,16.7,1.63
32125434,1,19,20,23.7,12.8,2.15
32125434,1,19,21,22.6,15.8,2.6
32125434,1,19,22,23.0,13.7,1.89
32125434,1,19,23,22.8,13.2,2.1
32125434,1,20,0,23.8,14.6,2.24
32125434,1,20,1,23.4,12.7,2.15
32125434,1,20,2,23.4,13.7,2.13
32125434,1,20,3,22.9,12.4,2.03
32125434,1,20,4,23.3,18.8,1.79
32125434,1,20,5,23.0,14.9,1.81
32125434,1,20,6,23.6,13.5,2.48
32125434,1,20,7,22.9,15.3,1.66
32125434,1,20,8,24.1,14.7,2.56
32125434,1,20,9,22.6,14.5,1.9
32125434,1,20,10,23.0,16.1,2.56
32125434,1,20,11,24.3,16.4,2.17
32125434,1,20,12,23.2,13.9,2.04
32125434,1,20,13,22.8,13.8,2.58
32125434,1,20,14,23.5,14.4,2.63
32125434,1,20,15,23.2,10.4,2.39
32125434,1,20,16,23.0,11.9,2.62
32125434,1,20,17,22.9,17.7,1.38
32125434,1,20,18,24.8,18.3,1.59
32125434,1,20,19,23.3,14.5,2.51
32125434,1,20,20,22.5,16.2,1.92
32125434,1,20,21,24.2,15.6,1.42
32125434,1,20,22,23.7,21.2,1.46
32125434,1,20,23,23.0,17.3,1.57
32125434,1,21,0,22.9,14.8,1.91
32125434,1,21,1,23.7,13.1,1.94
32125434,1,21,2,23.3,11.9,2.19
32125434,1,21,3,22.4,15.5,1.96
32125434,1,21,4,24.3,13.6,2.53
32125434,1,21,5,23.2,12.3,2.36
32125434,1,21,6,24.2,13.8,2.35
32125434,1,21,7,24.0,13.0,2.65
32125434,1,21,8,22.9,18.5,1.96
32125434,1,21,9,23.9,16.9,1.82
32125434,1,21,10,23.1,15.1,2.68
32125434,1,21,11,22.5,18.1,2.23
32125434,1,21,12,23.2,15.3,2.38
32125434,1,21,13,23.6,13.5,2.23
32125434,1,21,14,23.2,18.2,1.98
32125434,1,21,15,23.3,16.3,2.48
32125434,1,21,16,24.0,13.1,2.64
32125434,1,21,17,23.5,14.8,2.44
32125434,1,21,18,23.0,13.5,2.46
32125434,1,21,19,23.8,12.5,2.4
32125434,1,21,20,23.5,17.1,1.98
32125434,1,21,21,22.1,19.1,1.75
32125434,1,21,22,23.6,12.5,2.47
32125434,1,21,23,23.6,16.4,1.77
32125434,1,22,0,23.4,14.0,2.11
32125434,1,22,1,23.8,14.3,1.75
32125434,1,22,2,23.1,14.1,1.82
32125434,1,22,3,23.6,13.6,2.01
32125434,1,22,4,22.6,15.4,1.79
32125434,1,22,5,23.6,13.7,2.4
32125434,1,22,6,24.4,15.9,1.7
32125434,1,22,7,22.9,15.3,2.22
32125434,1,22,8,23.0,14.9,2.3
32125434,1,22,9,23.0,13.6,1.82
32125434,1,22,10,23.5,14.2,2.23
32125434,1,22,11,22.9,16.9,2.32
32125434,1,22,12,23.6,16.4,2.41
32125434,1,22,13,23.8,13.5,2.36
32125434,1,22,14,23.7,15.6,2.49
32125434,1,22,15,22.5,16.9,2.16
32125434,1,22,16,23.9,12.1,2.4
32125434,1,22,17,23.9,16.5,2.2
32125434,1,22,18,23.8,14.1,2.47
32125434,1,22,19,23.6,16.6,1.81
32125434,1,22,20,23.5,14.0,1.96
32125434,1,22,21,23.9,11.9,1.96
32125434,1,22,22,24.4,12.3,2.01
32125434,1,22,23,22.9,15.6,2.35
32125434,1,23,0,23.9,16.1,2.07
32125434,1,23,1,23.4,13.7,1.68
32125434,1,23,2,23.3,16.8,1.71
32125434,1,23,3,22.6,12.2,2.26
32125434,1,23,4,23.3,15.4,1.76
32125434,1,23,5,22.9,13.2,1.97
32125434,1,23,6,23.2,14.3,2.59
32125434,1,23,7,22.8,15.7,1.98
32125434,1,23,8,23.2,13.9,2.59
32125434,1,23,9,23.2,14.9,2.68
32125434,1,23,10,23.4,17.6,1.97
32125434,1,23,11,22.6,14.5,2.1
32125434,1,23,12,22.7,17.3,2.15
32125434,1,23,13,23.6,13.4,2.1
32125434,1,23,14,23.0,16.7,2.27
32125434,1,23,15,23.9,18.6,2.05
32125434,1,23,16,23.5,10.7,2.57
32125434,1,23,17,23.7,14.1,2.67
32125434,1,23,18,24.1,16.9,2.3
32125434,1,23,19,23.2,15.3,2.23
32125434,1,23,20,23.1,16.5,1.39
32125434,1,23,21,23.8,14.5,2.16
32125434,1,23,22,23.6,15.9,2.45
32125434,1,23,23,23.3,15.4,1.03
32125434,1,24,0,24.1,18.1,2.0
32125434,1,24,1,23.3,16.3,1.84
32125434,1,24,2,23.4,16.5,1.65
32125434,1,24,3,23.4,15.0,2.25
32125434,1,24,4,22.9,14.8,2.57
32125434,1,24,5,23.4,15.0,2.33
32125434,1,24,6,24.1,16.6,1.96
32125434,1,24,7,23.6,15.0,1.92
32125434,1,24,8,23.4,16.4,2.22
32125434,1,24,9,23.3,20.0,2.3
32125434,1,24,10,23.5,17.6,2.08
32125434,1,24,11,23.8,15.2,2.24
32125434,1,24,12,23.7,18.3,3.03
32125434,1,24,13,23.2,15.1,2.66
32125434,1,24,14,23.5,11.8,2.83
32125434,1,24,15,23.6,13.9,1.91
32125434,1,24,16,22.9,12.2,2.18
32125434,1,24,17,23.5,15.2,2.21
32125434,1,24,18,22.3,16.0,1.8
32125434,1,24,19,23.6,19.3,2.36
32125434,1,24,20,23.7,16.6,2.39
32125434,1,24,21,23.7,15.5,1.82
32125434,1,24,22,23.2,17.6,2.38
32125434,1,24,23,23.5,11.6,2.13
32125434,1,25,0,24.1,16.5,2.65
32125434,1,25,1,24.1,17.6,1.87
32125434,1,25,2,23.4,13.1,2.25
32125434,1,25,3,23.4,18.3,2.26
32125434,1,25,4,23.9,16.7,2.35
32125434,1,25,5,22.6,15.2,2.24
32125434,1,25,6,23.2,17.3,1.99
32125434,1,25,7,24.0,20.6,2.08
32125434,1,25,8,23.9,16.4,1.93
32125434,1,25,9,23.6,16.6,2.26
32125434,1,25,10,22.6,15.2,1.98
32125434,1,25,11,23.3,14.4,1.84
32125434,1,25,12,23.1,17.8,2.23
32125434,1,25,13,23.5,14.4,2.75
32125434,1,25,14,23.0,16.3,2.54
32125434,1,25,15,22.9,15.2,2.26
32125434,1,25,16,22.3,17.1,2.67
32125434,1,25,17,24.0,16.8,1.94
32125434,1,25,18,23.2,18.3,1.41
32125434,1,25,19,23.4,15.2,1.43
32125434,1,25,20,23.4,15.7,1.66
32125434,1,25,21,22.8,14.3,2.29
32125434,1,25,22,22.7,15.3,1.77
32125434,1,25,23,22.9,17.0,2.0
32125434,1,26,0,23.0,17.8,2.31
32125434,1,26,1,23.5,14.4,1.66
32125434,1,26,2,23.0,18.0,1.97
32125434,1,26,3,24.2,19.0,1.97
32125434,1,26,4,23.9,17.1,1.69
32125434,1,26,5,23.8,20.0,2.25
32125434,1,26,6,23.3,14.8,2.08
32125434,1,26,7,24.1,13.8,2.15
32125434,1,26,8,23.3,12.8,3.0
32125434,1,26,9,23.3,19.3,2.23
32125434,1,26,10,23.4,17.6,2.47
32125434,1,26,11,23.7,16.2,2.69
32125434,1,26,12,23.7,16.9,2.06
32125434,1,26,13,23.1,14.1,2.76
32125434,1,26,14,23.1,21.3,1.86
32125434,1,26,15,23.7,16.6,2.05
32125434,1,26,16,23.7,16.6,2.09
32125434,1,26,17,23.2,17.9,1.87
32125434,1,26,18,22.6,17.4,2.28
32125434,1,26,19,23.3,16.9,2.08
32125434,1,26,20,23.7,14.9,1.91
32125434,1,26,21,24.3,17.4,2.09
32125434,1,26,22,22.8,20.2,1.63
32125434,1,26,23,23.1,19.2,1.65
32125434,1,27,0,23.2,19.7,1.73
32125434,1,27,1,24.0,15.5,2.07
32125434,1,27,2,23.3,14.5,2.12
32125434,1,27,3,22.9,16.3,1.84
32125434,1,27,4,23.6,16.6,2.22
32125434,1,27,5,23.1,18.7,1.85
32125434,1,27,6,22.7,13.1,2.05
